URL;Name/Alias;Appearances;Current?;Gender;Probationary Introl;Full/Reserve Avengers Intro;Year;Years since joining;Honorary;Death1;Return1;Death2;Return2;Death3;Return3;Death4;Return4;Death5;Return5;Notes;N/A
http://marvel.wikia.com/William_Baker_(Earth-616)#;William Baker;355;NO;MALE;Feb-91;N/A;1900;115;Probationary;YES;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Identity_Disc_Vol_1_1. Later was revealed to be alive and working along with the Vulture.;N/A
http://marvel.wikia.com/Crystalia_Amaquelin_(Earth-616)#;Crystal Amaquelin Maximoff;517;NO;FEMALE;Aug-91;Jan-92;1992;23;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Eric_Masterson_(Earth-616)#;Eric Kevin Masterson;202;NO;MALE;N/A;Jan-92;1992;23;Full;YES;YES;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;Became posessed died to purge self of corruption. Revived as undead Avenger minion of the Grim Reaper. Returned to the spirit world by the Scarlet Witch. Has since stayed dead. ;N/A
http://marvel.wikia.com/Philip_Javert_(Earth-921)#;Phillip Javert;31;NO;MALE;N/A;Dec-92;1992;23;Honorary;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Melissa_Darrow_(Earth-9201)#;N/A;28;NO;FEMALE;N/A;Jun-93;1993;22;Honorary;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Deathcry_(Earth-616)#;N/A;50;NO;FEMALE;N/A;Jul-93;1993;22;Honorary;YES;YES;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A; Reduced her to a pile of bones and organsby Vargas. Brought back by Chaos King. Died second time in Chaos_War:_Dead_Avengers_Vol_1_3;N/A
http://marvel.wikia.com/Anthony_Stark_(Earth-96020)#;Anthony Edward Stark;27;NO;MALE;N/A;Feb-96;1996;19;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Merged with 616 Tony Stark;N/A
http://marvel.wikia.com/Giuletta_Nefaria_(Masque)_(Earth-616)#;"""Giulietta Nefaria""";18;NO;FEMALE;N/A;Apr-96;1996;19;Honorary;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Whitney killed was a clone possibly this incarnation of Masque';N/A
http://marvel.wikia.com/Vance_Astrovik_(Earth-616)#;Vance Astrovik;302;NO;MALE;N/A;May-98;1998;17;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Angelica_Jones_(Earth-616)#;Angelica Jones;330;NO;FEMALE;N/A;May-98;1998;17;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Delroy_Garrett_Jr._(Earth-616)#;Delroy Garrett Jr.;101;NO;MALE;N/A;Apr-00;2000;15;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Maria_de_Guadalupe_Santiago_(Earth-616)#;Maria de Guadalupe Santiago;43;NO;FEMALE;N/A;Jul-00;2000;15;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Jonathan_Hart_(Earth-616)#;Jonathan Hart;126;NO;MALE;N/A;01-Aug;2001;14;Full;YES;YES;YES;YES;N/A;N/A;N/A;N/A;N/A;N/A;First died in a zero energy explosion in space. Body was apparently reanimated by Scarlet Witch. Abruptly exploded killing Scott Lang as well. Second return in Marvel_Zombies_Supreme_Vol_1_2. ;N/A
http://marvel.wikia.com/Kelsey_Leigh_(Earth-616)#;Kelsey Leigh Shorr;24;NO;FEMALE;N/A;04-Jun;2004;11;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Luke_Cage_(Earth-616)#;Carl Lucas;886;YES;MALE;N/A;05-Mar;2005;10;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Veranke_(Earth-616)#;Veranke;159;NO;FEMALE;N/A;05-Mar;2005;10;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Killed by Norman Osbourne. Has not returned. ;N/A
http://marvel.wikia.com/James_Howlett_(Earth-616)#;"James ""Logan"" Howlett";3130;YES;MALE;N/A;05-Jun;2005;10;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Death_of_Wolverine_Vol_1_4. Has not yet returned;N/A
http://marvel.wikia.com/Robert_Reynolds_(Earth-616)#;Robert Reynolds;241;NO;MALE;N/A;05-Oct;2005;10;Full;YES;YES;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died during Seige. Brought back to life by the Apocalypse twins as a horseman of death in Uncanny_Avengers_Vol_1_9.;N/A
http://marvel.wikia.com/Maya_Lopez_(Earth-616)#;Maya Lopez;67;NO;FEMALE;N/A;05-Nov;2005;10;Full;YES;YES;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;"First death 'had been murdered in a fight with Elektra.' ""Revived by Elektra and the Hand with their dark magic."" Died in most recent run of Moon Knight has not yet returned.";N/A
http://marvel.wikia.com/Nathaniel_Richards_(Iron_Lad)_(Earth-6311)#;Nathaniel Richards;23;NO;MALE;N/A;05-Apr;2005;10;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA is actually Kang but let's just not go there.;N/A
http://marvel.wikia.com/Elijah_Bradley_(Earth-616)#;Elijah Bradley;103;NO;MALE;N/A;05-Apr;2005;10;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/William_Kaplan_(Earth-616)#;"William ""Billy"" Kaplan";123;YES;MALE;N/A;05-Apr;2005;10;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Dorrek_VIII_(Earth-616)#;"Dorrek VIII/Theodore ""Teddy"" Altman";110;YES;MALE;N/A;05-Apr;2005;10;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Cassandra_Lang_(Earth-616)#;Cassie Lang;160;NO;FEMALE;N/A;05-Jun;2005;10;Full;YES;YES;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Dies in Young Avengers: The Childrens Crusade when she is killed by Doom. Eventually reborn years later. ;N/A
http://marvel.wikia.com/Katherine_Bishop_(Earth-616)#;"Katherine ""Kate"" Bishop";132;YES;FEMALE;N/A;05-Jun;2005;10;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Vision_(Jonas)_(Earth-616)#;Alias: Jonas;121;NO;MALE;N/A;06-Feb;2006;9;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Dies in Young Avengers The Children's Crusade;N/A
http://marvel.wikia.com/Thomas_Shepherd_(Earth-616)#;"Thomas ""Tommy"" Shepherd";59;YES;MALE;N/A;06-Jun;2006;9;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Daniel_Rand_(Earth-616)#;Daniel Thomas Rand K'ai;629;NO;MALE;N/A;07-Feb;2007;8;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Stephen_Strange_(Earth-616)#;Doctor Stephen Vincent Strange;1324;NO;MALE;N/A;07-Feb;2007;8;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Ares_(Earth-616)#;Ares;236;NO;MALE;N/A;07-Mar;2007;8;Full;YES;YES;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;Ripped in half by the Sentry during Seige. Revived during Chaos King. Then killedby Chaos King. ;N/A
http://marvel.wikia.com/James_Buchanan_Barnes_(Earth-616)#;James Buchanan Barnes;663;NO;MALE;N/A;08-Dec;2008;7;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Jessica_Drew_(Earth-616)#;Jessica Miriam Drew;525;YES;FEMALE;N/A;08-Dec;2008;7;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Jessica_Jones_(Earth-616)#;Jessica Jones;205;YES;FEMALE;N/A;10-Aug;2010;5;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Amadeus_Cho_(Earth-616)#;Amadeus Cho;108;NO;MALE;N/A;09-Dec;2009;6;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Maria_Hill_(Earth-616)#;Maria Hill;359;YES;FEMALE;N/A;10-May;2010;5;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Robert_Baldwin_(Earth-616)#;Robbie Baldwin;299;NO;MALE;N/A;10-Jun;2010;5;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Sharon_Carter_(Earth-616)#;Sharon Carter;333;NO;FEMALE;N/A;10-May;2010;5;Full;YES;YES;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Captain_America_Vol_7_10. It's not clear how she survived but yeah she totally did. ;N/A
http://marvel.wikia.com/Eric_O%27Grady_(Earth-616)#;Eric O'Grady;88;NO;MALE;N/A;10-May;2010;5;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Secret_Avengers_Vol_1_22. ;N/A
http://marvel.wikia.com/Brunnhilde_(Earth-616)#;Brunnhilde;369;NO;FEMALE;N/A;10-May;2010;5;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA but died/came back during Ragnarok prior to becoming an Avenger;N/A
http://marvel.wikia.com/Richard_Rider_(Earth-616)#;Richard Rider;380;NO;MALE;N/A;10-May;2010;5;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Guardians_of_the_Galaxy_Vol_3_20.;N/A
http://marvel.wikia.com/Brian_Braddock_(Earth-616)#;Brian Braddock;545;NO;MALE;N/A;10-May;2010;5;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Dennis_Sykes_(Earth-616)#;Dennis Sykes;6;NO;MALE;N/A;10-Sep;2010;5;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Heroic_Age:_One_Month_to_Live_Vol_1_5 stayed dead. ;N/A
http://marvel.wikia.com/Noh-Varr_(Earth-616)#;Noh-Varr;126;YES;MALE;N/A;10-Jun;2010;5;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Thaddeus_Ross_(Earth-616)#;Thaddeus Ross;417;NO;MALE;N/A;11-Jun;2011;4;Full;YES;YES;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Circle of Four arc. Made a deal with Mephisto and came back. ;N/A
http://marvel.wikia.com/John_Aman_(Earth-616)#;John Aman;31;YES;MALE;N/A;10-Dec;2010;5;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Shang-Chi_(Earth-616)#;Shang-Chi;310;YES;MALE;N/A;11-Apr;2011;4;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/James_Santini_(Earth-616)#;James Santini;40;YES;MALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Emery_Schaub_(Earth-616)#;Emery Schaub;26;YES;MALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Jeanne_Foucault_(Earth-616)#;Jeanne Foucault;63;YES;FEMALE;N/A;10-Aug;2010;5;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Fiona_(Inhuman)_(Earth-616)#;Fiona;2;YES;FEMALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Jennifer_Takeda_(Earth-616)#;Jennifer Takeda;73;YES;FEMALE;N/A;10-Aug;2010;5;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Hollow_(Earth-616)#;Yvette;22;YES;FEMALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Julie_Power_(Earth-616)#;Julie Power;153;YES;FEMALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Alani_Ryan_(Earth-616)#;Alani Ryan;73;YES;FEMALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Ken_Mack_(Earth-616)#;Ken Mack;59;NO;MALE;N/A;10-Aug;2010;5;Academy;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Murderworld during Avengers Arena;N/A
http://marvel.wikia.com/Humberto_Lopez_(Earth-616)#;Humberto Lopez;66;YES;MALE;N/A;10-Aug;2010;5;Academy;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Murderworld during Avengers Arena;N/A
http://marvel.wikia.com/Johnathon_Gallo_(Earth-616)#;Johnny Gallo;43;YES;MALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Lyra_(Earth-8009)#;Lyra;55;YES;FEMALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Anya_Corazon_(Earth-616)#;Anya Corazon;108;YES;FEMALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Brandon_Sharpe_(Earth-616)#;Brandon Sharpe;64;YES;MALE;N/A;10-Aug;2010;5;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Kevin_Masterson_(Earth-616)#;Kevin Masterson;62;YES;MALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Michiko_Musashi_(Earth-616)#;Michiko Musashi;94;YES;FEMALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Takashi_Matsuya_(Earth-616)#;Taki Matsuya;18;YES;MALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Daisy_Johnson_(Earth-616)#;Daisy Johnson;81;NO;FEMALE;N/A;12-Jan;2012;3;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Ororo_Munroe_(Earth-616)#;Ororo Munroe;1598;NO;FEMALE;N/A;12-Jan;2012;3;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Matthew_Murdock_(Earth-616)#;Matt Murdock;1375;NO;MALE;N/A;11-Nov;2011;4;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Eugene_Thompson_(Earth-616)#;Flash Thompson;746;YES;MALE;N/A;12-Apr;2012;3;Honorary;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Otto_Octavius_(Earth-616)#;Otto Octavius;561;NO;MALE;N/A;13-Jan;2013;2;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Superior_Spider-Man_Vol_1_30. ;N/A
http://marvel.wikia.com/Alexander_Summers_(Earth-616)#;Alex Summers;592;YES;MALE;N/A;12-Dec;2012;3;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Samuel_Guthrie_(Earth-616)#;Samuel Guthrie;679;YES;MALE;N/A;13-Feb;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Roberto_da_Costa_(Earth-616)#;Roberto da Costa;491;YES;MALE;N/A;13-Feb;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Eden_Fesi_(Earth-616)#;Eden Fesi;65;YES;MALE;N/A;13-Feb;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Captain_Universe_(Earth-616)#;N/A;55;YES;MALE;N/A;13-Feb;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Isabel_Kane_(Earth-616)#;Izzy Kane;44;YES;FEMALE;N/A;13-Feb;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Marcus_Milton_(Earth-13034)#;Marcus Milton;65;YES;MALE;N/A;13-Feb;2013;2;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in New_Avengers_Vol_3_32. ;N/A
http://marvel.wikia.com/Rogue_(Anna_Marie)_(Earth-616)#;Anna Marie;877;YES;FEMALE;N/A;13-Apr;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Shiro_Yoshida_(Earth-616)#;Shiro Yoshida;176;YES;MALE;N/A;13-May;2013;2;Full;YES;YES;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Uncanny_Avengers_Vol_1_22. Returned when 'he was able to use his power to transform his body into a state of pure energy ';N/A
http://marvel.wikia.com/Ex_Nihilo_(Earth-616)#;N/A;24;YES;MALE;N/A;13-Oct;2013;2;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in New_Avengers_Vol_3_32;N/A
http://marvel.wikia.com/Abyss_(Ex_Nihilo%27s)_(Earth-616)#;N/A;25;YES;FEMALE;N/A;13-Oct;2013;2;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in New_Avengers_Vol_3_32;N/A
http://marvel.wikia.com/Nightmask_(Earth-616)#;Adam;35;YES;MALE;N/A;13-Oct;2013;2;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in New_Avengers_Vol_3_32;N/A
http://marvel.wikia.com/Kevin_Connor_(Earth-616)#;Kevin Kale Connor;44;YES;MALE;N/A;13-Oct;2013;2;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in New_Avengers_Vol_3_32;N/A
http://marvel.wikia.com/Sam_Alexander_(Earth-616)#;Sam Alexander;78;YES;MALE;N/A;15-Feb;2015;0;Honorary;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/America_Chavez_(Earth-616)#;America Chavez;22;YES;FEMALE;N/A;13-Jul;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Loki_Laufeyson_(Ikol)_(Earth-616)#;Loki Laufeyson;77;NO;MALE;N/A;13-Jul;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/David_Alleyne_(Earth-616)#;David Alleyne;115;YES;MALE;N/A;13-Sep;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Nicholas_Fury;_Jr._(Earth-616)#;Nicholas Fury, Jr., Marcus Johnson;77;YES;MALE;N/A;13-Apr;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA
http://marvel.wikia.com/Phillip_Coulson_(Earth-616)#;Phillip Coulson;69;YES;MALE;N/A;13-Apr;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Tony_Masters_(Earth-616)#;Tony Masters;173;NO;MALE;N/A;13-May;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Victor_Mancha_(Earth-616)#;Victor Mancha;75;YES;MALE;N/A;13-Sep;2013;2;Full;YES;YES;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Avengers_A.I._Vol_1_4. Returned in Avengers_A.I._Vol_1_9. ;N/A
http://marvel.wikia.com/Monica_Chang_(Earth-616)#;Monica Chang;12;YES;FEMALE;N/A;13-Sep;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Doombot_(Avenger)_(Earth-616)#;N/A;14;YES;MALE;N/A;13-Sep;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Alexis_(Earth-616)#;Alexis;13;YES;FEMALE;N/A;13-Nov;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Eric_Brooks_(Earth-616)#;Eric Brooks;198;YES;MALE;N/A;13-Nov;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Adam_Brashear_(Earth-616)#;Adam Brashear;29;YES;MALE;N/A;14-Jan;2014;1;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Victor_Alvarez_(Earth-616)#;Victor Alvarez;45;YES;MALE;N/A;14-Jan;2014;1;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Ava_Ayala_(Earth-616)#;Ava Ayala;49;YES;FEMALE;N/A;14-Jan;2014;1;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Kaluu_(Earth-616)#;Kaluu;35;YES;MALE;N/A;15-Jan;2015;0;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
